mention_index,source_n,bibliography_entry,candidate_files,best_score,best_source_path,best_source_line,best_source_preview,context,verdict,reason
70,49,Li and Becker. Day-ahead electricity price prediction applying hybrid models of LSTM-based deep learning methods and feature selection algorithms under consideration of market coupling. arXiv:2101.05249. https://arxiv.org/abs/2101.05249,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_49_1_ba37f3563b.txt | docs\sources\market-coupling-exogenous-feature-interface-source-capture-2026-05-12.md,0.6580,docs\sources\market-coupling-exogenous-feature-interface-source-capture-2026-05-12.md,1,records model license linkage and keeps pricefm as future external-validation context only academic sources source doi url finding used li and becker day-ahead epf under market coupling coupled-market features can affect price prediction feature selection matters redhu and bremdal neighboring-zone day-ahead forecasting doi 10 1109 powertech55446 2023 10202771 neighboring zonal prices can be useful when cross-border connections create price covariance mascarenhas et al asynchronous cross-border m," [44], [45], [46], [47], [48], [1], [2], [3], [4], [8]. Для forecast layer зовнішні ряди можуть бути корисними як exogenous covariates, але лише після licensing, timezone/DST, currency, market-rule, publication-time availability і domain-shift checks. Роботи Li and Becker (2021), Redhu and Bremdal (2023) та Mascarenhas et al. (2025) підтримують ідею neighboring-zone або cross-border features для EPF, а документація Nixtla пояснює технічну підтримку exogenous variables у NeuralForecast/NBEATSx [49], [50], [51], [52]. Погодні ознаки також потребують явного source contract: для цього релевантні документації Open-Meteo Forecast API та Historical Weather API, але ці джерела не скасовують вимоги перевіряти availability timing і leakage risk [53], [54].",supported,strong multilingual semantic match in cited source candidate
71,50,Redhu and Bremdal. Day-Ahead Zonal Electricity Price Forecasting using 1D-LSTM with Neighbouring Zones Data. DOI: 10.1109/PowerTech55446.2023.10202771. https://doi.org/10.1109/PowerTech55446.2023.10202771,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_50_1_d0099a5327.txt,0.4338,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_50_1_d0099a5327.txt,1,day-ahead zonal electricity price forecasting using 1d-lstm with neighbouring zones data ieee conference publication ieee xplore ieee account change username password update address purchase details payment options order history view purchased documents profile information communications preferences profession and education technical interests need help us canada 1 800 678 4333 worldwide 1 732 981 0060 contact support about ieee xplore contact us help accessibility terms of use nondiscrimination," [45], [46], [47], [48], [1], [2], [3], [4], [8]. Для forecast layer зовнішні ряди можуть бути корисними як exogenous covariates, але лише після licensing, timezone/DST, currency, market-rule, publication-time availability і domain-shift checks. Роботи Li and Becker (2021), Redhu and Bremdal (2023) та Mascarenhas et al. (2025) підтримують ідею neighboring-zone або cross-border features для EPF, а документація Nixtla пояснює технічну підтримку exogenous variables у NeuralForecast/NBEATSx [49], [50], [51], [52]. Погодні ознаки також потребують явного source contract: для цього релевантні документації Open-Meteo Forecast API та Historical Weather API, але ці джерела не скасовують вимоги перевіряти availability timing і leakage risk [53], [54].",needs-human,"low semantic match; broad/governance citation, landing page, or incomplete full text"
72,51,Mascarenhas et al. Leveraging Asynchronous Cross-border Market Data for Improved Day-Ahead Electricity Price Forecasting in European Markets. arXiv:2507.13250. https://arxiv.org/abs/2507.13250,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_51_1_e5a18f5e3a.txt,0.6062,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_51_1_e5a18f5e3a.txt,1,accuracy in other markets with later gcts using a state-of-the-art ensemble of models we show significant improvements of 22 and 9 in forecast accuracy in the belgian be and swedish bidding zones se3 respectively when including price data from interconnected markets with earlier gct germany-luxembourg austria and switzerland this improvement holds for both general as well as extreme market conditions our analysis also yields further important insights frequent model recalibration is necessary fo," [46], [47], [48], [1], [2], [3], [4], [8]. Для forecast layer зовнішні ряди можуть бути корисними як exogenous covariates, але лише після licensing, timezone/DST, currency, market-rule, publication-time availability і domain-shift checks. Роботи Li and Becker (2021), Redhu and Bremdal (2023) та Mascarenhas et al. (2025) підтримують ідею neighboring-zone або cross-border features для EPF, а документація Nixtla пояснює технічну підтримку exogenous variables у NeuralForecast/NBEATSx [49], [50], [51], [52]. Погодні ознаки також потребують явного source contract: для цього релевантні документації Open-Meteo Forecast API та Historical Weather API, але ці джерела не скасовують вимоги перевіряти availability timing і leakage risk [53], [54].",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
73,52,Nixtla. NeuralForecast exogenous variables and NBEATSx documentation. https://nixtlaverse.nixtla.io/neuralforecast/docs/capabilities/exogenous_variables.html and https://nixtlaverse.nixtla.io/neuralforecast/models.nbeatsx.html,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_52_1_a57eaa6231.txt | analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_52_2_dceeb4ebdb.txt | docs\sources\nixtla-neuralforecast-nbeatsx-source-capture-2026-05-11.md,0.6592,docs\sources\nixtla-neuralforecast-nbeatsx-source-capture-2026-05-11.md,1,forecasting not merely a generic neural baseline exogenous variables must be separated by temporal availability future-known calendar weather forecast declared market-rule changes historic-only observed load observed prices realized weather and event indicators static tenant market location bess configuration the exogenous-variable guide explicitly warns that misclassifying historic variables as future variables causes leakage this supports the current afe afl feature-contract hardening cross-va," [47], [48], [1], [2], [3], [4], [8]. Для forecast layer зовнішні ряди можуть бути корисними як exogenous covariates, але лише після licensing, timezone/DST, currency, market-rule, publication-time availability і domain-shift checks. Роботи Li and Becker (2021), Redhu and Bremdal (2023) та Mascarenhas et al. (2025) підтримують ідею neighboring-zone або cross-border features для EPF, а документація Nixtla пояснює технічну підтримку exogenous variables у NeuralForecast/NBEATSx [49], [50], [51], [52]. Погодні ознаки також потребують явного source contract: для цього релевантні документації Open-Meteo Forecast API та Historical Weather API, але ці джерела не скасовують вимоги перевіряти availability timing і leakage risk [53], [54].",supported,strong multilingual semantic match in cited source candidate
74,53,Open-Meteo. Forecast API documentation. https://open-meteo.com/en/docs,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_53_1_1307bc6343.txt,0.5683,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_53_1_1307bc6343.txt,1,docs open-meteo com open-meteo home features pricing api docs github x toggle theme weather forecast api seamless integration of high-resolution weather models with up 16 days forecast weather forecast weather forecast dwd germany noaa u s m t o-france ecmwf uk met office kma korea jma japan meteoswiss met norway gem canada bom australia cma china knmi netherlands dmi denmark italiameteo geosphere austria historical weather historical forecast single runs previous model runs ensemble models ense,"cks. Роботи Li and Becker (2021), Redhu and Bremdal (2023) та Mascarenhas et al. (2025) підтримують ідею neighboring-zone або cross-border features для EPF, а документація Nixtla пояснює технічну підтримку exogenous variables у NeuralForecast/NBEATSx [49], [50], [51], [52]. Погодні ознаки також потребують явного source contract: для цього релевантні документації Open-Meteo Forecast API та Historical Weather API, але ці джерела не скасовують вимоги перевіряти availability timing і leakage risk [53], [54].",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
75,54,Open-Meteo. Historical Weather API documentation. https://open-meteo.com/en/docs/historical-weather-api,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_54_1_3f1a6dee8c.txt,0.6331,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_54_1_3f1a6dee8c.txt,1,border-secondary-foreground 25 data- slot alert-description text-secondary-foreground svg text-current 75 mb-4 role alert gap-free and consistent historical weather data using weather reanalysis from era5 0 25 from 1940 and era5-land 0 1 from 1950 and ecmwf ifs 9 km from 2017 for data that matches the live forecast api format exactly use the historical forecast api to access the full forecast horizon of individual model runs use the single runs api to analyse forecast accuracy at fixed lead time,"оботи Li and Becker (2021), Redhu and Bremdal (2023) та Mascarenhas et al. (2025) підтримують ідею neighboring-zone або cross-border features для EPF, а документація Nixtla пояснює технічну підтримку exogenous variables у NeuralForecast/NBEATSx [49], [50], [51], [52]. Погодні ознаки також потребують явного source contract: для цього релевантні документації Open-Meteo Forecast API та Historical Weather API, але ці джерела не скасовують вимоги перевіряти availability timing і leakage risk [53], [54].",supported,strong multilingual semantic match in cited source candidate
76,55,Dagster. Software-defined assets documentation. https://docs.dagster.io/guides/build/assets,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_55_1_cf990e495a.txt,0.5206,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_55_1_cf990e495a.txt,1,subset of asset checks unit testing assets and ops testing partitioned config and jobs data contracts with asset checks labs dagster+ ai issues connections webhooks labs about community contributing code contributing documentation dagster telemetry releases changelog data portability build assets on this page assets an asset is an object in persistent storage such as a table file or persisted machine learning model an asset definition is a description in code of an asset that should exist and ho,"У прикладній роботі академічна якість залежить не лише від вибору моделі, а й від відтворюваності evidence pipeline. Dagster software-defined assets підтримують materialization, lineage і asset checks [55]. MLflow tracking використовується як джерело експериментальних run records і метрик [56]. FastAPI дає read-model surface для операторського preview, а не execution endpoint [57]. Pydantic strict mode підтримує deterministic validation і boundary discipline [58]. Medallion architecture використовується як термінологічна основа для Bronze/Silver/Gold data layers [59]. Governance-контекст також включає AI Act regulatory framework як загальну рамку для data quality, human oversight, logging і risk management [60]. У роботі ці джерела не доводять market readiness, але підтримують engineering design: результати мають бути перевіреними, відтворюваними й явно обмеженими.",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
77,56,MLflow. Tracking documentation. https://mlflow.org/docs/latest/ml/tracking/,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_56_1_0c89e8ef74.txt,0.5927,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_56_1_0c89e8ef74.txt,1,sample_input log metrics linked to this specific model checkpoint accuracy evaluate_model model validation_data mlflow log_metric key accuracy value accuracy step epoch model_id model_info model_id link metric to specific model dataset validation_dataset linking metrics to models and datasets mlflow 3 allows you to link metrics to specific model checkpoints and datasets providing better traceability of model performance python create a dataset reference train_dataset mlflow data from_pandas trai,"У прикладній роботі академічна якість залежить не лише від вибору моделі, а й від відтворюваності evidence pipeline. Dagster software-defined assets підтримують materialization, lineage і asset checks [55]. MLflow tracking використовується як джерело експериментальних run records і метрик [56]. FastAPI дає read-model surface для операторського preview, а не execution endpoint [57]. Pydantic strict mode підтримує deterministic validation і boundary discipline [58]. Medallion architecture використовується як термінологічна основа для Bronze/Silver/Gold data layers [59]. Governance-контекст також включає AI Act regulatory framework як загальну рамку для data quality, human oversight, logging і risk management [60]. У роботі ці джерела не доводять market readiness, але підтримують engineering design: результати мають бути перевіреними, відтворюваними й явно обмеженими.",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
78,57,FastAPI. FastAPI documentation. https://fastapi.tiangolo.com/,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_57_1_ce701bd729.txt,0.5571,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_57_1_ce701bd729.txt,1,learn less time reading docs short minimize code duplication multiple features from each parameter declaration fewer bugs robust get production-ready code with automatic interactive documentation standards-based based on and fully compatible with the open standards for apis openapi previously known as swagger and json schema estimation based on tests conducted by an internal development team building production applications sponsors keystone sponsor gold sponsors silver sponsors other sponsors o,"У прикладній роботі академічна якість залежить не лише від вибору моделі, а й від відтворюваності evidence pipeline. Dagster software-defined assets підтримують materialization, lineage і asset checks [55]. MLflow tracking використовується як джерело експериментальних run records і метрик [56]. FastAPI дає read-model surface для операторського preview, а не execution endpoint [57]. Pydantic strict mode підтримує deterministic validation і boundary discipline [58]. Medallion architecture використовується як термінологічна основа для Bronze/Silver/Gold data layers [59]. Governance-контекст також включає AI Act regulatory framework як загальну рамку для data quality, human oversight, logging і risk management [60]. У роботі ці джерела не доводять market readiness, але підтримують engineering design: результати мають бути перевіреними, відтворюваними й явно обмеженими.",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
79,58,Pydantic. Strict mode documentation. https://docs.pydantic.dev/latest/concepts/strict_mode/,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_58_1_f6a74101af.txt,0.4697,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_58_1_f6a74101af.txt,1,v2 4 version v2 3 version v2 2 version v2 1 version v2 0 version v1 10 on this page overview as a validation parameter at the field level using the strict metadata class as a configuration value on this page overview as a validation parameter at the field level using the strict metadata class as a configuration value strict mode api documentation pydantic types strict by default pydantic will attempt to coerce values to the desired type when possible for example you can pass the string 123' as t,"У прикладній роботі академічна якість залежить не лише від вибору моделі, а й від відтворюваності evidence pipeline. Dagster software-defined assets підтримують materialization, lineage і asset checks [55]. MLflow tracking використовується як джерело експериментальних run records і метрик [56]. FastAPI дає read-model surface для операторського preview, а не execution endpoint [57]. Pydantic strict mode підтримує deterministic validation і boundary discipline [58]. Medallion architecture використовується як термінологічна основа для Bronze/Silver/Gold data layers [59]. Governance-контекст також включає AI Act regulatory framework як загальну рамку для data quality, human oversight, logging і risk management [60]. У роботі ці джерела не доводять market readiness, але підтримують engineering design: результати мають бути перевіреними, відтворюваними й явно обмеженими.",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
80,59,Databricks. What is the medallion lakehouse architecture? https://docs.databricks.com/aws/en/lakehouse/medallion,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_59_1_bc63329026.txt,0.5162,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_59_1_bc63329026.txt,1,for business intelligence and machine learning applications following the medallion architecture is a recommended best practice but not a requirement question bronze silver gold what happens in this layer raw data ingestion data cleaning and validation dimensional modeling and aggregation who is the intended user data engineers data operations compliance and audit teams data engineers data analysts use the silver layer for a more refined dataset that still retains detailed information necessary ,"У прикладній роботі академічна якість залежить не лише від вибору моделі, а й від відтворюваності evidence pipeline. Dagster software-defined assets підтримують materialization, lineage і asset checks [55]. MLflow tracking використовується як джерело експериментальних run records і метрик [56]. FastAPI дає read-model surface для операторського preview, а не execution endpoint [57]. Pydantic strict mode підтримує deterministic validation і boundary discipline [58]. Medallion architecture використовується як термінологічна основа для Bronze/Silver/Gold data layers [59]. Governance-контекст також включає AI Act regulatory framework як загальну рамку для data quality, human oversight, logging і risk management [60]. У роботі ці джерела не доводять market readiness, але підтримують engineering design: результати мають бути перевіреними, відтворюваними й явно обмеженими.",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
81,60,European Commission. AI Act regulatory framework. https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_60_1_40bdc44a19.txt,0.5834,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_60_1_40bdc44a19.txt,1,under the ai act related to transparency copyright and safety security the template for the public summary of training content of gpai models requires providers to give an overview of the data used to train their models this includes the sources from which the data was obtained comprising large datasets and top domain names the template also requests information about data processing aspects to enable parties with legitimate interests to exercise their rights under eu law these tools are designe,"У прикладній роботі академічна якість залежить не лише від вибору моделі, а й від відтворюваності evidence pipeline. Dagster software-defined assets підтримують materialization, lineage і asset checks [55]. MLflow tracking використовується як джерело експериментальних run records і метрик [56]. FastAPI дає read-model surface для операторського preview, а не execution endpoint [57]. Pydantic strict mode підтримує deterministic validation і boundary discipline [58]. Medallion architecture використовується як термінологічна основа для Bronze/Silver/Gold data layers [59]. Governance-контекст також включає AI Act regulatory framework як загальну рамку для data quality, human oversight, logging і risk management [60]. У роботі ці джерела не доводять market readiness, але підтримують engineering design: результати мають бути перевіреними, відтворюваними й явно обмеженими.",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
82,11,"Lago et al. Forecasting day-ahead electricity prices: A review of state-of-the-art algorithms, best practices and an open-access benchmark. DOI: 10.1016/j.apenergy.2021.116983. https://doi.org/10.1016/j.apenergy.2021.116983",docs\thesis\sources\2008.08004v2-electricity-price-forecasting-review-benchmark.pdf,0.5731,docs\thesis\sources\2008.08004v2-electricity-price-forecasting-review-benchmark.pdf,1,than the cost of running the forecasting model on a much more expensive com- puter hence when new forecasting models are proposed we argue that it is very important to provide their computa- tion times moreover we also argue that for a model to be better than the existing methods it does not necessarily have to be the most accurate one instead 1 if its computational time is large i e in the order of minutes the model should indeed be more accurate than all state-of-the-art models e g dnns 2 if i,"Forecast leaderboard зазвичай ранжує моделі за середньою помилкою. У storage arbitrage такий leaderboard може бути оманливий. Модель, що трохи краще передбачає середні години, може не давати кращого рішення, якщо вона помиляється в годинах з найбільшим arbitrage spread. Навпаки, модель із не ідеальним MAE може мати корисний порядок піків і провалів, якщо LP schedule використовує саме цей порядок. Тому decision-aware evaluation у роботі не є додатковою прикрасою. Вона є відповіддю на центральну слабкість forecast-only підходу, описану в EPF benchmarking, PTO і storage-specific DFL літературі (Lago et al., 2021 [11]; Elmachtoub and Grigas, 2022 [12]; Sang et al., 2022/2023 [13]). Regret/value оцінка відповідає на питання, яке реально важить для BESS owner: скільки економічної цінності втрачено відносно oracle і чи стало рішення кращим за conservative fallback.",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
83,12,"Elmachtoub and Grigas. Smart ""Predict, then Optimize"". DOI: 10.1287/mnsc.2020.3922. https://doi.org/10.1287/mnsc.2020.3922","analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_12_1_a33ebc2400_http_403.txt | docs\thesis\sources\1710.08005v5-Smart “Predict, then Optimize” Adam N. Elmachtoub.pdf",0.5725,"docs\thesis\sources\1710.08005v5-Smart “Predict, then Optimize” Adam N. Elmachtoub.pdf",1,our prediction model the structure of the nominal optimization problem is explicitl y used the quality of a prediction is not measured based on prediction error such as least squares los s or other popular loss functions instead in the spo framework the quality of a pr ediction is measured by the decision error that is suppose a prediction model is train ed using historical feature data x1 xn and associated parameter data c1 cn let c1 cn denote the predic- tions of the parameters under the train,"Forecast leaderboard зазвичай ранжує моделі за середньою помилкою. У storage arbitrage такий leaderboard може бути оманливий. Модель, що трохи краще передбачає середні години, може не давати кращого рішення, якщо вона помиляється в годинах з найбільшим arbitrage spread. Навпаки, модель із не ідеальним MAE може мати корисний порядок піків і провалів, якщо LP schedule використовує саме цей порядок. Тому decision-aware evaluation у роботі не є додатковою прикрасою. Вона є відповіддю на центральну слабкість forecast-only підходу, описану в EPF benchmarking, PTO і storage-specific DFL літературі (Lago et al., 2021 [11]; Elmachtoub and Grigas, 2022 [12]; Sang et al., 2022/2023 [13]). Regret/value оцінка відповідає на питання, яке реально важить для BESS owner: скільки економічної цінності втрачено відносно oracle і чи стало рішення кращим за conservative fallback.",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
84,13,Sang et al. Electricity Price Prediction for Energy Storage System Arbitrage: A Decision-Focused Approach. DOI: 10.1109/TSG.2022.3166791 / arXiv:2305.00362. https://doi.org/10.1109/TSG.2022.3166791,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_13_1_3d7ac8d729.txt | docs\thesis\sources\2305.00362v1-electricity-price-prediction-ess-arbitrage-dfl.pdf,0.5814,docs\thesis\sources\2305.00362v1-electricity-price-prediction-ess-arbitrage-dfl.pdf,1,distribution of prediction errors under mse embodies signi cant variation with high prediction errors in the afternoon 12 13 and 16 leading to wrong ess decisions in contrast the daily time distribution of prediction errors under hybrid loss embodies low variation and time-stable prediction error c results analysis numerical experiments in the resnet model help further capture the impacts of hybrid loss in large representational capacity prediction models i the model parameter updating direction,"Forecast leaderboard зазвичай ранжує моделі за середньою помилкою. У storage arbitrage такий leaderboard може бути оманливий. Модель, що трохи краще передбачає середні години, може не давати кращого рішення, якщо вона помиляється в годинах з найбільшим arbitrage spread. Навпаки, модель із не ідеальним MAE може мати корисний порядок піків і провалів, якщо LP schedule використовує саме цей порядок. Тому decision-aware evaluation у роботі не є додатковою прикрасою. Вона є відповіддю на центральну слабкість forecast-only підходу, описану в EPF benchmarking, PTO і storage-specific DFL літературі (Lago et al., 2021 [11]; Elmachtoub and Grigas, 2022 [12]; Sang et al., 2022/2023 [13]). Regret/value оцінка відповідає на питання, яке реально важить для BESS owner: скільки економічної цінності втрачено відносно oracle і чи стало рішення кращим за conservative fallback.",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
85,15,Olivares et al. Neural basis expansion analysis with exogenous variables: Forecasting electricity prices with NBEATSx. DOI: 10.1016/j.ijforecast.2022.03.001. https://arxiv.org/abs/2104.05522,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_15_1_6e29cb2c21.txt,0.5645,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_15_1_6e29cb2c21.txt,1,of its application to electricity price forecasting epf tasks across a broad range of years and markets we observe state-of-the-art performance significantly improving the forecast accuracy by nearly 20 over the original nbeats model and by up to 5 over other well established statistical and machine learning methods specialized for these tasks additionally the proposed neural network has an interpretable configuration that can structurally decompose time series visualizing the relative impact of,"Огляд показує, що науково коректна постановка задачі для BESS arbitrage не зводиться до forecast leaderboard. Найбільш релевантний шлях для дипломного MVP - це evidence-based contour, де прогноз, LP optimization, regret/value metrics і source governance перевіряються разом. EPF-моделі на кшталт NBEATSx і TFT є обґрунтованими forecast candidates, але їхня цінність має підтверджуватися через downstream LP scheduling, net value і regret (Olivares et al., 2023 [15]; Lim et al., 2021 [16]; Lago et al., 2021 [11]). Для роботи з цього випливають три методологічні вимоги. Перша: forecast candidates оцінюються через downstream LP/regret. Друга: source governance є явною, особливо для V13 і зовнішніх джерел. Третя: negative evidence залишається в тексті, бо саме вона показує, що система не просуває weak challengers. Ці вимоги формують методологію розділу 3 (Mandi et al., 2024 [14]; Yi et al., 2025 [42]; Chen et al., 2021 [20]).",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
86,16,Lim et al. Temporal Fusion Transformers for Interpretable Multi-horizon Time Series Forecasting. DOI: 10.48550/arXiv.1912.09363. https://arxiv.org/abs/1912.09363,analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_16_1_bfadab858a.txt | docs\thesis\sources\1912.09363v3.pdf,0.5465,docs\thesis\sources\1912.09363v3.pdf,1,multi-horizon forecasting i e the prediction of variables-of-interest at mul- tiple future time steps is a crucial problem within time series machine learning in contrast to one-step-ahead predictions multi-horizon forecasts provide users with access to estimates across the entire path allowing them to optimize their actions at multiple steps in future e g retailers optimizing the inventory for corresponding authors email addresses blim robots ox ac uk bryan lim soarik google com sercan o ar k n,"Огляд показує, що науково коректна постановка задачі для BESS arbitrage не зводиться до forecast leaderboard. Найбільш релевантний шлях для дипломного MVP - це evidence-based contour, де прогноз, LP optimization, regret/value metrics і source governance перевіряються разом. EPF-моделі на кшталт NBEATSx і TFT є обґрунтованими forecast candidates, але їхня цінність має підтверджуватися через downstream LP scheduling, net value і regret (Olivares et al., 2023 [15]; Lim et al., 2021 [16]; Lago et al., 2021 [11]). Для роботи з цього випливають три методологічні вимоги. Перша: forecast candidates оцінюються через downstream LP/regret. Друга: source governance є явною, особливо для V13 і зовнішніх джерел. Третя: negative evidence залишається в тексті, бо саме вона показує, що система не просуває weak challengers. Ці вимоги формують методологію розділу 3 (Mandi et al., 2024 [14]; Yi et al., 2025 [42]; Chen et al., 2021 [20]).",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
87,11,"Lago et al. Forecasting day-ahead electricity prices: A review of state-of-the-art algorithms, best practices and an open-access benchmark. DOI: 10.1016/j.apenergy.2021.116983. https://doi.org/10.1016/j.apenergy.2021.116983",docs\thesis\sources\2008.08004v2-electricity-price-forecasting-review-benchmark.pdf,0.6377,docs\thesis\sources\2008.08004v2-electricity-price-forecasting-review-benchmark.pdf,1,the open-source benchmark mod- els section 5 describes the set of guidelines and best prac- tices when performing research in epf section 6 discusses the forecasting results for all ve datasets finally section 7 provides a summary and a checklist of the requirements for meaningful epf research 2 literature review the eld of epf aims at predicting the spot and forward prices in wholesale markets either in a point or probabilis- tic setting however given the diversity of trading regula- tions avai,"Огляд показує, що науково коректна постановка задачі для BESS arbitrage не зводиться до forecast leaderboard. Найбільш релевантний шлях для дипломного MVP - це evidence-based contour, де прогноз, LP optimization, regret/value metrics і source governance перевіряються разом. EPF-моделі на кшталт NBEATSx і TFT є обґрунтованими forecast candidates, але їхня цінність має підтверджуватися через downstream LP scheduling, net value і regret (Olivares et al., 2023 [15]; Lim et al., 2021 [16]; Lago et al., 2021 [11]). Для роботи з цього випливають три методологічні вимоги. Перша: forecast candidates оцінюються через downstream LP/regret. Друга: source governance є явною, особливо для V13 і зовнішніх джерел. Третя: negative evidence залишається в тексті, бо саме вона показує, що система не просуває weak challengers. Ці вимоги формують методологію розділу 3 (Mandi et al., 2024 [14]; Yi et al., 2025 [42]; Chen et al., 2021 [20]).",supported,strong multilingual semantic match in cited source candidate
88,14,"Mandi et al. Decision-Focused Learning: Foundations, State of the Art, Benchmark and Future Opportunities. DOI: 10.1613/jair.1.15320 / arXiv:2307.13565. https://arxiv.org/abs/2307.13565",analysis_outputs\thesis_similarity\final_2026-06-08_deep\downloaded_web_sources\source_14_1_ea750e7747.txt | docs\thesis\sources\2307.13565v4-decision-focused-learning-survey.pdf | docs\thesis\sources\2406.17085v2-perturbed-decision-focused-learning-energy-storage.pdf,0.6177,docs\thesis\sources\2307.13565v4-decision-focused-learning-survey.pdf,1,each approach the code and data used in the benchmarking are accessible through com predopt predopt-benchmarks finally this survey looks forward and discusses open challenges and offering an outlook on potential future directions in the field of dfl positioning with respect to other overview papers with the growing interest of the opera- tions research or and artificial intelligence ai communities in integrating ml and co various survey review and tutorial papers have emerged mi si c and perakis,"Огляд показує, що науково коректна постановка задачі для BESS arbitrage не зводиться до forecast leaderboard. Найбільш релевантний шлях для дипломного MVP - це evidence-based contour, де прогноз, LP optimization, regret/value metrics і source governance перевіряються разом. EPF-моделі на кшталт NBEATSx і TFT є обґрунтованими forecast candidates, але їхня цінність має підтверджуватися через downstream LP scheduling, net value і regret (Olivares et al., 2023 [15]; Lim et al., 2021 [16]; Lago et al., 2021 [11]). Для роботи з цього випливають три методологічні вимоги. Перша: forecast candidates оцінюються через downstream LP/regret. Друга: source governance є явною, особливо для V13 і зовнішніх джерел. Третя: negative evidence залишається в тексті, бо саме вона показує, що система не просуває weak challengers. Ці вимоги формують методологію розділу 3 (Mandi et al., 2024 [14]; Yi et al., 2025 [42]; Chen et al., 2021 [20]).",partially-supported,topical/source match present; exact claim scope should be human spot-checked for grouped or broad citations
